pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,llm_provider,llm_model,final_merge_confidence
pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__0d03350c0e8a,attr_life_context_and_constraints__number_of_cohabiting_ppl_in_current_or_previous_work__a187e03300,attr_life_context_and_constraints__number_of_linda_in_current_or_previous_work__7bfaf7e86e,number of cohabiting ppl in current or previous work,number of linda in current or previous work,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7132,0.8421,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7592,not_related,keep_separate,none,0.8,Number of cohabiting people vs number of linda (likely a name) in work are unrelated.,openai,gpt-4.1-mini,0.7712
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__d33aa130b389,attr_domain_specific_overlays__number_of_asian_r_is_acquainted_with__c32733b747,attr_domain_specific_overlays__number_of_shawn_r_is_acquainted_with__48b3d17bbd,number of asian r is acquainted with,number of shawn r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7701,0.9167,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7591,not_related,keep_separate,none,0.8,"Number of asian r is acquainted with vs number of shawn r is acquainted with are unrelated (one ethnicity, one person).",openai,gpt-4.1-mini,0.7995
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__b6544a87d02c,attr_life_context_and_constraints__how_often_visit_doctor__66b919e0b0,attr_life_context_and_constraints__how_often_visit_father__83fded038f,how often visit doctor,how often visit father,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8147,0.8182,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.759,not_related,keep_separate,none,0.8,How often visit doctor vs how often visit father are unrelated activities.,openai,gpt-4.1-mini,0.7981
pair_attr_domain_specific_overlays_respon__attr_life_context_and_constraints_re__73a675439d41,attr_domain_specific_overlays__respondent_s_kids_living_standard_compared_to_r_no_vol__94972952af,attr_life_context_and_constraints__respondent_s_kids_living_standard_compared_to_r__71ffbb03ce,respondent's kids living standard compared to r (no volunteered response on web),respondent's kids living standard compared to r,Domain-Specific Overlays,Life Context & Constraints,uncategorized candidate,life context and constraints,0.8225,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7588,alias_of,merge,A_to_B,0.9,Respondent's kids living standard compared to r with no volunteered response vs standard measure are effectively same construct.,openai,gpt-4.1-mini,0.8427
pair_attr_domain_specific_overlays_tool_r__attr_domain_specific_overlays_tool_s__efba9c1c7ecb,attr_domain_specific_overlays__tool_r__89a8695750,attr_domain_specific_overlays__tool_sql__0e0290e4f6,Tool: R,Tool: SQL,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6948,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7588,not_related,keep_separate,none,0.9,Experience with R vs SQL are unrelated tools.,openai,gpt-4.1-mini,0.8145
pair_attr_domain_specific_overlays_respon__attr_life_context_and_constraints_re__91f8c6ad09a8,attr_domain_specific_overlays__respondent_s_kids_living_standard_compared_to_r_with_v__b2ff981ca6,attr_life_context_and_constraints__respondent_s_kids_living_standard_compared_to_r__71ffbb03ce,respondent's kids living standard compared to r (with volunteered response on web),respondent's kids living standard compared to r,Domain-Specific Overlays,Life Context & Constraints,uncategorized candidate,life context and constraints,0.8223,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7587,alias_of,merge,A_to_B,0.9,Respondent's kids living standard with volunteered response vs standard measure are same construct.,openai,gpt-4.1-mini,0.8426
pair_attr_personality_traits_get_bored_ea__attr_personality_traits_get_fed_up_e__dd3cb1aba3df,attr_personality_traits__get_bored_easily__c090559673,attr_personality_traits__get_fed_up_easily__b956c66e0a,Get bored easily.,Get fed up easily.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8223,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7587,alias_of,merge,symmetric,0.9,Get bored easily and get fed up easily are very similar personality items.,openai,gpt-4.1-mini,0.8426
pair_attr_personality_traits_insist_on_ge__attr_personality_traits_insist_that__75b08fc08b3d,attr_personality_traits__insist_on_getting_my_way__e4f86b77cc,attr_personality_traits__insist_that_others_do_things_my_way__eac9cfc7d7,Insist on getting my way.,Insist that others do things my way.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8726,0.6885,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7585,alias_of,merge,symmetric,0.9,Insist on getting my way and insist that others do things my way measure same construct.,openai,gpt-4.1-mini,0.841
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__65da656e8580,attr_domain_specific_overlays__number_of_mark_r_is_acquainted_with__57b6c8665b,attr_domain_specific_overlays__number_of_republican_r_is_acquainted_with__530acaf03a,number of mark r is acquainted with,number of republican r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8029,0.8421,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7585,not_related,keep_separate,none,0.8,Number of mark r is acquainted with vs number of republican r is acquainted with are unrelated (person vs political affiliation).,openai,gpt-4.1-mini,0.7981
pair_attr_domain_specific_overlays_would__attr_domain_specific_overlays_would__dbcb9b777271,attr_domain_specific_overlays__would_have_child_be_on_med_by_teachers_advice__ce6b40fdf8,attr_domain_specific_overlays__would_r_have_child_be_on_medication_by_fam_advice__045d7a54c4,would have child be on med by teachers advice,would r have child be on medication by fam advice,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8179,0.8085,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7584,alias_of,merge,symmetric,0.9,Would have child be on medication by teachers advice vs family advice are same construct with different sources.,openai,gpt-4.1-mini,0.8426
pair_attr_life_context_and_constraints_me__attr_life_context_and_constraints_re__3d6fbbfd5504,attr_life_context_and_constraints__mental_health__ba1a9c3cb4,attr_life_context_and_constraints__respondent_s_mental_health_mood_and_ability_to_think__6aafb4a74f,Mental health,"respondent's mental health, mood, and ability to think",Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.663,1.0,0.6101,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7562,alias_of,merge,symmetric,0.9,Both measure mental health status; same construct.,openai,gpt-4.1-mini,0.8149
pair_attr_worldview_beliefs_and_attitu_op__attr_worldview_beliefs_and_attitu_op__d074399f88f0,attr_worldview_beliefs_and_attitu__opinion_of_how_people_get_ahead_no_volunteered_respons__2b76c115c9,attr_worldview_beliefs_and_attitu__opinion_of_why_people_get_ahead__3c4fb07aa8,opinion of how people get ahead (no volunteered response on web),opinion of why people get ahead,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8177,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7561,alias_of,merge,symmetric,0.9,Opinion of how vs why people get ahead; same construct with different wording.,openai,gpt-4.1-mini,0.8412
pair_attr_demographics_and_population_sel__attr_demographics_and_population_sel__0b418ad0eb34,attr_demographics_and_population__select_your_age__9a226cd74e,attr_demographics_and_population__select_your_income_category__6139c1605d,Select Your Age,Select Your Income Category,Demographics & Population Grounding,Demographics & Population Grounding,demographic information,demographic information,0.8026,0.75,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7556,not_related,keep_separate,none,0.9,"Age and income category are distinct demographic variables, not duplicates or hierarchical.",openai,gpt-4.1-mini,0.8094
pair_attr_domain_specific_overlays_music__attr_domain_specific_overlays_music__604744644fdf,attr_domain_specific_overlays__music_r_and_b__111d79973e,attr_domain_specific_overlays__music_trance__f5b624b2d0,Music: R&B,Music: Trance,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.6884,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7552,not_related,keep_separate,none,0.8,"Different music tastes (R&B vs Trance) are distinct categories, not duplicates.",openai,gpt-4.1-mini,0.7676
pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__0224b3e2d61e,attr_worldview_beliefs_and_attitu__hobbies_golfing__6bf70ce699,attr_worldview_beliefs_and_attitu__hobbies_hiking__04ef59c84b,Hobbies - Golfing,Hobbies - Hiking,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8755,0.7879,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7551,not_related,keep_separate,none,0.85,Different hobbies (Golfing vs Hiking) are distinct interests.,openai,gpt-4.1-mini,0.8144
pair_attr_personality_traits_act_like_dif__attr_personality_traits_find_that_in__0635707a94b0,attr_personality_traits__act_like_different_people_in_different_situations__84ad61e1bd,attr_personality_traits__find_that_in_one_situation_i_act_so_differently_from_w__4ce1c328df,Act like different people in different situations.,Find that in one situation I act so differently from when I'm inanother situation that I feel almost as if I were two different people.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7853,0.6667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.755,alias_of,merge,symmetric,0.9,Both items measure the same personality trait about acting differently in situations.,openai,gpt-4.1-mini,0.8115
pair_attr_personality_traits_laugh_a_lot__attr_personality_traits_laugh_aloud__d2ee986f0d29,attr_personality_traits__laugh_a_lot__1d19aaa7b7,attr_personality_traits__laugh_aloud__267c9a8b60,Laugh a lot.,Laugh aloud.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.7993,0.8333,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7544,alias_of,merge,symmetric,0.9,Laugh a lot vs. laugh aloud are semantically equivalent personality items.,openai,gpt-4.1-mini,0.8407
pair_attr_personality_traits_am_not_easil__attr_personality_traits_am_not_easil__c8fd68874d93,attr_personality_traits__am_not_easily_bothered_by_things__61a8593553,attr_personality_traits__am_not_easily_disturbed_by_events__37c1e0934b,Am not easily bothered by things.,Am not easily disturbed by events.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.8384,0.7463,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.7541,alias_of,merge,symmetric,0.9,Both items measure same construct of not easily bothered/disturbed.,openai,gpt-4.1-mini,0.8394
pair_attr_demographics_and_population_rel__attr_demographics_and_population_res__8846c19ccdc8,attr_demographics_and_population__relationship_of_1st_person_to_household_head__6827eeb6f6,attr_demographics_and_population__respondent_s_relationship_to_household_head__e77cfa93eb,relationship of 1st person to household head,respondent's relationship to household head,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7457,0.75,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.754,duplicate_of,merge,symmetric,0.95,"Both measure respondent's relationship to household head, same construct with slightly different wording.",openai,gpt-4.1-mini,0.8346
pair_attr_personality_traits_dominant_tra__attr_personality_traits_i_am_dominan__4fd83724acba,attr_personality_traits__dominant_trait__1ac80249c6,attr_personality_traits__i_am_dominant_and_i_act_as_a_leader__21972b40b2,Dominant trait,"I am dominant, and I act as a leader",Personality Traits,Personality Traits,personality traits,big five personality traits,0.6847,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7532,alias_of,merge,symmetric,0.9,Dominant trait and I am dominant and act as leader measure same construct.,openai,gpt-4.1-mini,0.8115
