pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_demographics_and_population_fat__attr_demographics_and_population_fat__6d3e1466323f,attr_demographics_and_population__father_s_or_oldest_same_sex_parent_s_occupational_pres__3b13d37016,attr_demographics_and_population__father_s_or_oldest_same_sex_parent_s_occupational_pres__4c2725806d,father's (or oldest same-sex parent's) occupational prestige score (2010),father's (or oldest same-sex parent's) occupational prestige score using thresho,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9419,0.8758,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8,0.8934,alias_of,merge,symmetric,0.95,Both measure father's occupational prestige score with slight method variation; effectively same construct.,0.9124,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_courts__attr_domain_specific_overlays_courts__0e9d8947bcae,attr_domain_specific_overlays__courts_dealing_with_criminals__158c3b2a6b,attr_domain_specific_overlays__courts_dealing_with_criminals_no_volunteered_response__8e81771057,courts dealing with criminals,courts dealing with criminals (no volunteered response on web),Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8847,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.893,alias_of,merge,symmetric,0.9,Same attribute with one including note about no volunteered response; effectively same construct.,0.8913,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_fa__attr_life_context_and_constraints_fa__dc413593e1de,attr_life_context_and_constraints__family_income_in_constant__9b57993d90,attr_life_context_and_constraints__family_income_in_constant_dollars__08d7e8ed4d,family income in constant $,family income in constant dollars,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9447,0.8667,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.8927,alias_of,merge,symmetric,0.95,Family income in constant dollars with slightly different wording; same construct.,0.9119,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_sp__attr_life_context_and_constraints_sp__4ec0e86bff85,attr_life_context_and_constraints__spouse_occupational_prestige_score_2010__2f90662754,attr_life_context_and_constraints__spouse_occupational_prestige_score_using_threshold_met__9869a6a33b,spouse occupational prestige score (2010),spouse occupational prestige score using threshold method (2010),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9555,0.8333,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8333,0.8903,alias_of,merge,symmetric,0.95,Spouse occupational prestige score with and without threshold method; same construct.,0.9101,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_courts__attr_domain_specific_overlays_courts__91155879a686,attr_domain_specific_overlays__courts_dealing_with_criminals__158c3b2a6b,attr_domain_specific_overlays__courts_dealing_with_criminals_with_volunteered_respons__eb3065ac4a,courts dealing with criminals,courts dealing with criminals (with volunteered response on web),Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.8709,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.8854,alias_of,merge,symmetric,0.9,Attributes differ only by mention of volunteered response; measure same construct.,0.8872,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_li__attr_worldview_beliefs_and_attitu_li__af26885906bd,attr_worldview_beliefs_and_attitu__life_changes_from_religious_change2__3507742ac6,attr_worldview_beliefs_and_attitu__life_changes_from_religious_change3__f1639ee2ef,life changes from religious change2,life changes from religious change3,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9715,0.9714,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8836,alias_of,merge,symmetric,0.95,Same attribute with different version suffixes; measure same construct.,0.9356,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_li__attr_worldview_beliefs_and_attitu_li__b9d82c23d48f,attr_worldview_beliefs_and_attitu__life_changes_from_religious_change1__00555515f7,attr_worldview_beliefs_and_attitu__life_changes_from_religious_change2__3507742ac6,life changes from religious change1,life changes from religious change2,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9714,0.9714,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8835,alias_of,merge,symmetric,0.95,Same attribute with different version suffixes; measure same construct.,0.9356,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_th__attr_worldview_beliefs_and_attitu_th__e94376021f5b,attr_worldview_beliefs_and_attitu__there_are_only_a_few_people_r_can_trust_completely__2ad0b206b0,attr_worldview_beliefs_and_attitu__there_are_only_a_few_ppl_r_can_trust_completely__28f1e0e942,there are only a few people r can trust completely,there are only a few ppl r can trust completely,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",social and institutional trust,social and institutional trust,0.971,0.9691,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8827,alias_of,merge,symmetric,0.95,Same attribute with minor wording difference; measure same construct.,0.9351,openai,gpt-4.1-mini
pair_attr_personality_traits_like_to_lear__attr_personality_traits_love_to_lear__803e3f533344,attr_personality_traits__like_to_learn_new_things__7101cacbc1,attr_personality_traits__love_to_learn_new_things__52a454eeef,Like to learn new things.,Love to learn new things.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9018,0.92,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.92,0.8824,alias_of,merge,symmetric,0.95,"Minor wording difference, same construct of liking/loving to learn new things.",0.907,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_x__attr_life_context_and_constraints_x__445fa86ffd25,attr_life_context_and_constraints__x_should_be_admitted_to_be_hospitalized_for_treatment__a37e1e9806,attr_life_context_and_constraints__x_should_be_forced_to_be_hospitalized_for_treatment_by__27208d72b7,x should be admitted to be hospitalized for treatment by law,x should be forced to be hospitalized for treatment by law,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9035,0.9153,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8822,alias_of,merge,symmetric,0.95,Similar phrasing about hospitalization by law; measure same construct.,0.9068,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_ca__attr_worldview_beliefs_and_attitu_ca__4bdff9274e94,attr_worldview_beliefs_and_attitu__cause_of_religious_change2__dcdbb6b1fe,attr_worldview_beliefs_and_attitu__cause_of_religious_change3__5e0d58cf57,cause of religious change2,cause of religious change3,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9729,0.9615,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8819,alias_of,merge,symmetric,0.95,Cause of religious change with different version suffixes; same construct.,0.9345,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_re__attr_worldview_beliefs_and_attitu_re__03d820f91ce4,attr_worldview_beliefs_and_attitu__religious_change_experience1__3a86fe58de,attr_worldview_beliefs_and_attitu__religious_change_experience2__bc1562dbe9,religious change experience1,religious change experience2,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",religiosity and spiritual beliefs,religiosity and spiritual beliefs,0.9702,0.9643,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8811,alias_of,merge,symmetric,0.95,Religious change experience with different version suffixes; same construct.,0.9341,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_wo__attr_worldview_beliefs_and_attitu_wo__5e5e33b1e124,attr_worldview_beliefs_and_attitu__women_not_suited_for_politics_no_volunteered_response__ca71f7db60,attr_worldview_beliefs_and_attitu__women_not_suited_for_politics_with_volunteered_respons__a78d88f287,women not suited for politics (no volunteered response on web),women not suited for politics (with volunteered response on web),"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9755,0.9524,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.881,alias_of,merge,symmetric,0.95,Same attribute with minor difference in response type; measure same construct.,0.934,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_lo__attr_life_context_and_constraints_lo__d3ab95115272,attr_life_context_and_constraints__low_income_cant_afford_more_children__ad7d34a6b6,attr_life_context_and_constraints__low_income_cant_afford_more_children_grid_on_web__a3deb5bc2c,low income--cant afford more children,low income--cant afford more children (grid on web),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9261,0.8571,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8571,0.88,alias_of,merge,symmetric,0.95,"Attributes differ only by source (grid on web), measuring the same construct.",0.9048,openai,gpt-4.1-mini
pair_attr_demographics_and_population_whi__attr_demographics_and_population_whi__3358e3269c3c,attr_demographics_and_population__which_of_these_statements_comes_closer_to_your_point_o__a82d20963a,attr_demographics_and_population__which_statement_comes_closer_to_your_view_even_if_neit__ecd350cabf,"Which of these statements comes closer to your point of view, even if neither is exactly right?","Which statement comes closer to your view, even if neither is exactly right?",Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9605,0.9,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,0.9,0.8799,alias_of,merge,symmetric,0.95,Both capture the same questionnaire item with minor wording differences.,0.9017,openai,gpt-4.1-mini
pair_attr_domain_specific_overlays_qualit__attr_domain_specific_overlays_qualit__400b89045a58,attr_domain_specific_overlays__qualities_for_boys_or_girls__feb786e7fc,attr_domain_specific_overlays__qualities_for_boys_or_girls_variant__0c267f8dfb,qualities for boys or girls,qualities for boys or girls:variant,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.9189,0.871,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.8796,alias_of,merge,symmetric,0.9,Variant attribute labels for qualities for boys or girls measure the same construct.,0.8823,openai,gpt-4.1-mini
pair_attr_personality_traits_make_myself__attr_personality_traits_manage_to_ma__331548d7ff60,attr_personality_traits__make_myself_the_center_of_attention__7a605d7a3e,attr_personality_traits__manage_to_make_myself_the_center_of_attention__c391bcbd69,Make myself the center of attention.,Manage to make myself the center of attention.,Personality Traits,Personality Traits,ipip personality items,ipip personality items,0.9057,0.878,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8,0.874,duplicate_of,merge,symmetric,0.95,Both measure same construct of making oneself center of attention; minor wording difference.,0.9018,openai,gpt-4.1-mini
pair_attr_worldview_beliefs_and_attitu_be__attr_worldview_beliefs_and_attitu_be__8c18426bdfa8,attr_worldview_beliefs_and_attitu__belief_in_life_after_death_no_volunteered_response_on__f09ca9efb5,attr_worldview_beliefs_and_attitu__belief_in_life_after_death_with_volunteered_response_o__6f3df555ed,belief in life after death (no volunteered response on web),belief in life after death (with volunteered response on web),"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9636,0.95,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8739,duplicate_of,merge,symmetric,0.95,Belief in life after death with/without volunteered response; same construct.,0.93,openai,gpt-4.1-mini
