pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model,edge_weight
pair_attr_worldview_beliefs_and_attitu_r__attr_worldview_beliefs_and_attitu_r__dcb7c3f1e023,attr_worldview_beliefs_and_attitu__r_can_ask_other_student_software_help__2b2bec0a65,attr_worldview_beliefs_and_attitu__r_can_ask_teacher_software_help__04f135e5ef,r can ask other student software help,r can ask teacher software help,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9275,0.8235,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8224,related_but_distinct,keep_separate,none,0.9,Ability to ask software help from different people; related but distinct.,0.8777,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_fu__attr_worldview_beliefs_and_attitu_fu__59a954fcf96a,attr_worldview_beliefs_and_attitu__fund_lib_of_1st_friend__a649288a4d,attr_worldview_beliefs_and_attitu__fund_lib_of_3rd_friend__57ec0980fb,fund.-lib. of 1st friend,fund.-lib. of 3rd friend,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9041,0.875,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8224,related_but_distinct,keep_separate,none,0.9,Political views of different friends; related but distinct.,0.8784,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_1s__attr_worldview_beliefs_and_attitu_2n__437bf2c663b1,attr_worldview_beliefs_and_attitu__1st_argument_for_abortion__2e27e0a2c3,attr_worldview_beliefs_and_attitu__2nd_argument_for_abortion__87d4f53c87,1st argument for abortion,2nd argument for abortion,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9016,0.88,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8223,related_but_distinct,keep_separate,none,0.9,Arguments for abortion numbered first and second; related but distinct.,0.8784,openai,gpt-4.1-mini,0.522
pair_attr_worldview_beliefs_and_attitu_wh__attr_worldview_beliefs_and_attitu_wh__6c62f9a2c5fd,attr_worldview_beliefs_and_attitu__what_is_friend_1s_specific_denomination__2d596da830,attr_worldview_beliefs_and_attitu__what_is_friend_2s_specific_denomination__85ae788302,what is friend 1s specific denomination,what is friend 2s specific denomination,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8585,0.9744,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8222,related_but_distinct,keep_separate,none,0.9,Specific denomination of different friends; related but distinct.,0.8797,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_rac__attr_demographics_and_population_rac__5623c3a9e3ca,attr_demographics_and_population__race_of_aids_victim_3rd_closest_to_r__6b7be6a252,attr_demographics_and_population__race_of_suicide_victim_3rd_closest_to_r__41f30a11d0,race of aids victim 3rd closest to r,race of suicide victim 3rd closest to r,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7983,0.9067,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8222,related_but_distinct,keep_separate,none,0.85,Race of different victim types; related but distinct.,0.8289,openai,gpt-4.1-mini,0.493
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__5d5c0c0b0ed8,attr_domain_specific_overlays__number_of_karen_r_is_acquainted_with__f6b02acde6,attr_domain_specific_overlays__number_of_mark_r_is_acquainted_with__57b6c8665b,number of karen r is acquainted with,number of mark r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7878,0.9296,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9296,0.8221,related_but_distinct,keep_separate,none,0.8,Number of different individuals acquainted with; related but distinct.,0.8067,openai,gpt-4.1-mini,0.464
pair_attr_worldview_beliefs_and_attitu_ha__attr_worldview_beliefs_and_attitu_ha__28066c4db378,attr_worldview_beliefs_and_attitu__has_anyone_met_on_web_become_friend__66f4324880,attr_worldview_beliefs_and_attitu__has_anyone_met_on_web_become_partner__6ba234f5a0,has anyone met on web become friend,has anyone met on web become partner,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9042,0.8732,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.822,related_but_distinct,keep_separate,none,0.9,Met on web becoming friend vs partner; related but distinct.,0.8782,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a39654b19c67,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group1__1a257e2b62,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group1__8fecb1b4e8,how many years r born a member of fraternity group1,how many years r born a member of other group1,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7978,0.9072,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7143,0.822,related_but_distinct,keep_separate,none,0.8,Years in different group types; related but distinct.,0.8064,openai,gpt-4.1-mini,0.464
pair_attr_worldview_beliefs_and_attitu_ca__attr_worldview_beliefs_and_attitu_ca__c2e7bd1af905,attr_worldview_beliefs_and_attitu__car_pollution_danger_to_envir__296aa99953,attr_worldview_beliefs_and_attitu__car_pollution_danger_to_my_family__54e398f036,car pollution danger to envir,car pollution danger to my family,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9299,0.8065,0.7257,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8219,related_but_distinct,keep_separate,none,0.9,Car pollution danger to environment vs family; related but distinct.,0.8775,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_fi__attr_life_context_and_constraints_se__bc9fd7c8da8d,attr_life_context_and_constraints__first_mention_to_help_problem__ec4e827a12,attr_life_context_and_constraints__second_mention_to_help_problem__8d57aa8893,first mention to help problem,second mention to help problem,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9156,0.8475,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8219,related_but_distinct,keep_separate,none,0.9,First and second mention to help problem; related but distinct.,0.8777,openai,gpt-4.1-mini,0.522
pair_attr_social_identity_relationship_r__attr_social_identity_relationship_r__84e5de9bd2cd,attr_social_identity_relationship__r_relation_to_r_2nd_child__5e246d8630,attr_social_identity_relationship__r_relation_to_r_4th_child__b89d82adcc,r relation to r 2nd child,r relation to r 4th child,"Social Identity, Relationships & Community","Social Identity, Relationships & Community",social identity relationships and community,social identity relationships and community,0.9009,0.88,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8219,related_but_distinct,keep_separate,none,0.9,Relation to different children; related but distinct.,0.8782,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ha__attr_life_context_and_constraints_ha__ef460ae13330,attr_life_context_and_constraints__have_you_ever_heard_of_prozac__0b91d30fd5,attr_life_context_and_constraints__have_you_ever_taken_prozac__a9a90fdfa0,have you ever heard of prozac,have you ever taken prozac,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9371,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8218,related_but_distinct,keep_separate,none,0.9,Heard of prozac vs taken prozac; related but distinct.,0.8771,openai,gpt-4.1-mini,0.522
pair_attr_cognitive_and_capability_pro_ch__attr_cognitive_and_capability_pro_ch__032ba805b678,attr_cognitive_and_capability_pro__chatroom_hours_per_week__2977496a7c,attr_cognitive_and_capability_pro__chatroom_minutes_per_week__770a13fde1,chatroom hours per week,chatroom minutes per week,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.922,0.8333,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8218,broader_than,keep_separate,A_to_B,0.9,Hours per week is broader measure than minutes per week.,0.8775,openai,gpt-4.1-mini,0.702
pair_attr_demographics_and_population_age__attr_demographics_and_population_age__b9c10efb97d3,attr_demographics_and_population__age_of_first_person_in_household_screening__ac40e59fec,attr_demographics_and_population__age_of_third_person_in_household_screening_if_applicab__7943f2120e,age of first person in household screening,age of third person in household screening (if applicable),Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8553,0.78,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8218,related_but_distinct,keep_separate,none,0.85,Age of different household members; related but distinct.,0.827,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_r__attr_life_context_and_constraints_r__0fd5bec41b87,attr_life_context_and_constraints__r_belongs_to_more_than_one_literary_groups__adbba973e1,attr_life_context_and_constraints__r_belongs_to_more_than_one_sports_groups__bca75bafac,r belongs to more than one literary groups,r belongs to more than one sports groups,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.8217,0.8537,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7143,0.8218,related_but_distinct,keep_separate,none,0.85,Membership in different group types; related but distinct.,0.828,openai,gpt-4.1-mini,0.493
pair_attr_demographics_and_population_no__attr_demographics_and_population_no__a6093a765dee,attr_demographics_and_population__no_one_benefit_from_traditional_family__73b8cd9104,attr_demographics_and_population__no_one_hurt_from_traditional_family__3928eecdac,no one benefit from traditional family,no one hurt from traditional family,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8113,0.8767,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.8218,related_but_distinct,keep_separate,none,0.85,No one benefit vs no one hurt from traditional family; related but distinct.,0.8283,openai,gpt-4.1-mini,0.493
pair_attr_worldview_beliefs_and_attitu_in__attr_worldview_beliefs_and_attitu_in__059c787f5ac8,attr_worldview_beliefs_and_attitu__in_last_month_listen_jazz_music_on_web__076b4a10f4,attr_worldview_beliefs_and_attitu__in_last_month_listen_world_music_on_web__a0d29c451f,in last month listen jazz music on web,in last month listen world music on web,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.8992,0.8831,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8217,related_but_distinct,keep_separate,none,0.9,Listening to different music genres; related but distinct.,0.8782,openai,gpt-4.1-mini,0.522
pair_attr_demographics_and_population_fam__attr_demographics_and_population_fam__214e9a3dfc7e,attr_demographics_and_population__familiarity_product_management__33a3c9e846,attr_demographics_and_population__familiarity_project_management__22f7fc786e,Familiarity: Product management,Familiarity: Project management,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8385,0.9355,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9355,0.8217,related_but_distinct,keep_separate,none,0.85,Familiarity with different management types; related but distinct.,0.8255,openai,gpt-4.1-mini,0.493
pair_attr_worldview_beliefs_and_attitu_nu__attr_worldview_beliefs_and_attitu_nu__4d6e621c3066,attr_worldview_beliefs_and_attitu__nuke_power_danger_to_envir__1e9e17d047,attr_worldview_beliefs_and_attitu__nuke_power_danger_to_my_family__f37ff485c8,nuke power danger to envir,nuke power danger to my family,"Worldview, Beliefs & Attitudes","Worldview, Beliefs & Attitudes",worldview beliefs and attitudes,worldview beliefs and attitudes,0.9357,0.7857,0.7371,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8216,related_but_distinct,keep_separate,none,0.9,Nuke power danger to environment vs family; related but distinct.,0.8773,openai,gpt-4.1-mini,0.522
pair_attr_domain_specific_overlays_number__attr_domain_specific_overlays_number__7669e2c87ee7,attr_domain_specific_overlays__number_of_black_r_is_acquainted_with__0fc04cd956,attr_domain_specific_overlays__number_of_white_r_is_acquainted_with__43bdd9e11f,number of black r is acquainted with,number of white r is acquainted with,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.9087,0.8611,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval,,,0.8215,related_but_distinct,keep_separate,none,0.9,Number of different individuals acquainted with; related but distinct.,0.8777,openai,gpt-4.1-mini,0.522
