source_final_attribute_id,target_final_attribute_id,source_label,target_label,relation_type,edge_weight,max_llm_confidence,supporting_pair_count,supporting_pair_ids_json
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group3__07029aedac,merged_attr_95a0836dfed7,how many years r born a member of informal group3,how many years r born a member of other group1,related_but_distinct,0.522,0.9,5,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__e2a56d8cbb49"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a932597c67a5"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a1ee42f1fe8c"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a9ffafcfeece"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__fada652637f9""]"
attr_demographics_and_population__race_of_aids_victim_3rd_closest_to_r__6b7be6a252,attr_demographics_and_population__region_of_aids_victim_3rd_closest_to_r__0e50788812,race of aids victim 3rd closest to r,region of aids victim 3rd closest to r,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_rac__attr_demographics_and_population_reg__e42eef610d36""]"
attr_demographics_and_population__gender_of_4th_person__2670f11bad,attr_demographics_and_population__gender_of_6th_person__f6a6d0a812,gender of 4th person,gender of 6th person,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__f431dab7378a""]"
attr_demographics_and_population__gender_of_6th_person__f6a6d0a812,attr_demographics_and_population__gender_of_8th_person__90ad5266b7,gender of 6th person,gender of 8th person,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__22904f24ad13""]"
attr_demographics_and_population__age_of_murder_victim_2nd_closest_to_r__9a62909c48,attr_demographics_and_population__race_of_murder_victim_2nd_closest_to_r__18138528fe,age of murder victim 2nd closest to r,race of murder victim 2nd closest to r,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_age__attr_demographics_and_population_rac__9f58e0510b2a""]"
attr_demographics_and_population__relationship_of_person_10_to_spouse_of_househo__d4b4e6ffe4,attr_demographics_and_population__relationship_of_person_13_to_spouse_of_househo__5982f13c29,relationship of person 10 to spouse of househo,relationship of person 13 to spouse of househo,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__83d3cc861c19""]"
attr_life_context_and_constraints__number_of_black_in_current_or_previous_work__f476b7743d,attr_life_context_and_constraints__number_of_white_in_current_or_previous_work__366ba994bc,number of black in current or previous work,number of white in current or previous work,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__5ff341ef9b40""]"
attr_demographics_and_population__birth_year_of_r_1st_sibling__b0bec1fefe,attr_demographics_and_population__birth_year_of_r_5th_sibling__dce2b9cdd7,birth year of r 1st sibling,birth year of r 5th sibling,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_bir__attr_demographics_and_population_bir__bb0b249a8c60""]"
attr_demographics_and_population__gender_of_7th_person__aeed385252,merged_attr_b43f8e12e63c,gender of 7th person,gender of 3rd person,related_but_distinct,0.522,0.9,2,"[""pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__b274f4c3c327"", ""pair_attr_demographics_and_population_gen__attr_demographics_and_population_gen__5632d3824410""]"
attr_life_context_and_constraints__hours_per_week_using_work_computer_hsehld_mngmn__2a60eaedef,attr_life_context_and_constraints__hours_per_week_using_work_computer_personal_int__4583b4f687,hours per week using work computer hsehld mngmn,hours per week using work computer personal int,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__764d4ac0d76d""]"
attr_domain_specific_overlays__help_minorities_govt_position__42f1a9c3c0,attr_domain_specific_overlays__help_minorities_r_s_position__0daf3056cc,help minorities--govt position,help minorities--r's position,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_help_m__attr_domain_specific_overlays_help_m__3a03dc90b7f3""]"
attr_demographics_and_population__age_of_eleventh_person_in_household_screening_if_appli__508b65918d,attr_demographics_and_population__age_of_third_person_in_household_screening_if_applicab__7943f2120e,age of eleventh person in household screening (if applicable),age of third person in household screening (if applicable),related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_age__attr_demographics_and_population_age__20b8ed494e75""]"
attr_domain_specific_overlays__did_r_vote_in_1988_election__a85a57e188,attr_domain_specific_overlays__did_r_vote_in_1992_election__c3f9787707,did r vote in 1988 election,did r vote in 1992 election,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_did_r__attr_domain_specific_overlays_did_r__220d8985736e""]"
attr_demographics_and_population__sex_of_r_5th_child__b897a3b182,attr_demographics_and_population__sex_of_r_9th_child__7431f10ad0,sex of r 5th child,sex of r 9th child,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__849a5a91d1cf""]"
attr_life_context_and_constraints__1st_mention_what_mental_illness_is_asserted__50cc1b3a0f,attr_life_context_and_constraints__1st_mention_what_mental_illness_is_imputed__841a18d004,"1st mention, what mental illness is, asserted","1st mention, what mental illness is, imputed",related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_1s__attr_life_context_and_constraints_1s__715fbab7405e""]"
attr_life_context_and_constraints__professional_society1_meets_in_this_area__7d92f57ff0,attr_life_context_and_constraints__professional_society6_meets_in_this_area__7aae88bb04,professional society1 meets in this area,professional society6 meets in this area,related_but_distinct,0.493,0.85,1,"[""pair_attr_life_context_and_constraints_pr__attr_life_context_and_constraints_pr__097ebb7f0b1f""]"
attr_domain_specific_overlays__tool_github__8bd837393b,attr_domain_specific_overlays__tool_github_copilot__67edb32a1a,Tool: GitHub,Tool: GitHub Copilot,narrower_than,0.702,0.9,1,"[""pair_attr_domain_specific_overlays_tool_g__attr_domain_specific_overlays_tool_g__01212207c4bc""]"
attr_life_context_and_constraints__hours_per_week_using_work_computer_make_money__ecbe0c402a,merged_attr_1d3bf90b11cd,hours per week using work computer make money,hours per week using work computer job,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__3663c48fd6ff""]"
attr_life_context_and_constraints__how_many_r_belongs_to_other_groups__cd7c84497f,attr_life_context_and_constraints__how_many_r_belongs_to_youth_groups__23ef4ee1ec,how many r belongs to other groups,how many r belongs to youth groups,related_but_distinct,0.522,0.9,1,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__2d6f8e0345ed""]"
attr_personality_traits__conscientiousness__6fd482baec,attr_personality_traits__responsibility__afc2509c7d,Conscientiousness,Responsibility,narrower_than,0.702,0.9,1,"[""pair_attr_personality_traits_conscientiou__attr_personality_traits_responsibili__d10d55a6b3d0""]"
attr_personality_traits__depression__c77a4ddb97,attr_personality_traits__negative_emotionality__4f0fa28cb6,Depression,Negative Emotionality,narrower_than,0.702,0.9,1,"[""pair_attr_personality_traits_depression_c__attr_personality_traits_negative_emo__f556060c8c84""]"
attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group4__40a931bfc9,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group6__8e0465f85c,how many years r born a member of church group4,how many years r born a member of church group6,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__521c8ad76a1e""]"
attr_cognitive_and_capability_pro__no_internet_use_over_past_12_months_due_to_lack_of_des__24c5e4526c,attr_cognitive_and_capability_pro__no_internet_use_over_past_12_months_due_to_lack_of_uti__9306bc7621,no internet use over past 12 months due to lack of desire,no internet use over past 12 months due to lack of utility/importance,related_but_distinct,0.522,0.9,1,"[""pair_attr_cognitive_and_capability_pro_no__attr_cognitive_and_capability_pro_no__22ce88a80daf""]"
attr_personality_traits__openness_to_experience__8792618368,attr_personality_traits__unconventionality__3f95fd4ae8,Openness to Experience,Unconventionality,narrower_than,0.702,0.9,1,"[""pair_attr_personality_traits_openness_to__attr_personality_traits_unconvention__b2124da10727""]"
attr_demographics_and_population__r_6th_sibling_alive__21b50aab3d,attr_demographics_and_population__r_9th_sibling_alive__4a1ab28b8b,r 6th sibling alive?,r 9th sibling alive?,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_r_6__attr_demographics_and_population_r_9__652815a8df08""]"
attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group2__4b7e2b8c1c,attr_worldview_beliefs_and_attitu__how_many_years_r_born_a_member_of_church_group5__e114a92871,how many years r born a member of church group2,how many years r born a member of church group5,related_but_distinct,0.522,0.9,1,"[""pair_attr_worldview_beliefs_and_attitu_ho__attr_worldview_beliefs_and_attitu_ho__16565c98fbba""]"
attr_demographics_and_population__r_4th_sibling_alive__692181c7e3,attr_demographics_and_population__r_8th_sibling_alive__f2534478f7,r 4th sibling alive?,r 8th sibling alive?,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_r_4__attr_demographics_and_population_r_8__c5e42e23484a""]"
attr_demographics_and_population__age_of_eleventh_person_in_household_screening_if_appli__508b65918d,attr_demographics_and_population__age_of_fifth_person_in_household_screening_if_applicab__404df451b2,age of eleventh person in household screening (if applicable),age of fifth person in household screening (if applicable),related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_age__attr_demographics_and_population_age__d4ae5c7dbde5""]"
attr_domain_specific_overlays__did_r_vote_in_1968_election__e6aa9622f5,attr_domain_specific_overlays__did_r_vote_in_1984_election__53a880c3a8,did r vote in 1968 election,did r vote in 1984 election,related_but_distinct,0.522,0.9,1,"[""pair_attr_domain_specific_overlays_did_r__attr_domain_specific_overlays_did_r__5a8cc0d28574""]"
attr_personality_traits__anxiety__aedc6cc7d4,attr_personality_traits__negative_emotionality__4f0fa28cb6,Anxiety,Negative Emotionality,narrower_than,0.702,0.9,1,"[""pair_attr_personality_traits_anxiety_aedc__attr_personality_traits_negative_emo__a4159a93a97c""]"
attr_demographics_and_population__sex_of_r_4th_sibling__739e008cac,attr_demographics_and_population__sex_of_r_9th_sibling__0382ac46cc,sex of r 4th sibling,sex of r 9th sibling,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__ef5f36d6ef06""]"
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group4__9ecf93d07f,merged_attr_95a0836dfed7,how many years r born a member of informal group4,how many years r born a member of other group1,related_but_distinct,0.522,0.9,5,"[""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__ee91bc10ff33"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__74df873e36ff"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__8984c5454f6f"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__f85f03dcbcbb"", ""pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__c40c8263d267""]"
attr_demographics_and_population__age_of_tenth_person_in_household_screening_if_applicab__d48192bbfd,attr_demographics_and_population__age_of_third_person_in_household_screening_if_applicab__7943f2120e,age of tenth person in household screening (if applicable),age of third person in household screening (if applicable),related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_age__attr_demographics_and_population_age__9d4982d134d3""]"
attr_demographics_and_population__age_of_eighth_person_in_household_screening_if_applica__6b8880e8c9,attr_demographics_and_population__age_of_twelfth_person_in_household_screening_if_applic__4cf09ff683,age of eighth person in household screening (if applicable),age of twelfth person in household screening (if applicable),related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_age__attr_demographics_and_population_age__844b168741da""]"
attr_demographics_and_population__age_of_aids_victim_3rd_closest_to_r__04c376a0b3,attr_demographics_and_population__region_of_aids_victim_3rd_closest_to_r__0e50788812,age of aids victim 3rd closest to r,region of aids victim 3rd closest to r,related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_age__attr_demographics_and_population_reg__f493014d0648""]"
attr_demographics_and_population__father_s_or_oldest_same_sex_parent_s_occupatoin_code_2__de49670960,attr_demographics_and_population__mother_s_or_youngest_same_sex_parent_s_occupatoin_code__ba47e028da,father's (or oldest same-sex parent's) occupatoin code (2010),mother's (or youngest same-sex parent's) occupatoin code (2010),related_but_distinct,0.522,0.9,1,"[""pair_attr_demographics_and_population_fat__attr_demographics_and_population_mot__bb2bfad9533a""]"
