final_attribute_id,member_attribute_id,member_label,is_representative,member_rank,member_source_count,member_quality_score
attr_life_context_and_constraints__how_many_r_belongs_to_sports_groups__f23c45f0ff,attr_life_context_and_constraints__how_many_r_belongs_to_sports_groups__f23c45f0ff,how many r belongs to sports groups,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_veterans_groups__ca435b36df,attr_life_context_and_constraints__how_many_r_belongs_to_veterans_groups__ca435b36df,how many r belongs to veterans groups,true,0,1,94
attr_life_context_and_constraints__how_many_r_belongs_to_youth_groups__23ef4ee1ec,attr_life_context_and_constraints__how_many_r_belongs_to_youth_groups__23ef4ee1ec,how many r belongs to youth groups,true,0,1,94
attr_life_context_and_constraints__how_many_times_in_the_last_90_days_did_r_work_while_il__43c94c7941,attr_life_context_and_constraints__how_many_times_in_the_last_90_days_did_r_work_while_il__43c94c7941,how many times in the last 90 days did r work while ill,true,0,1,90
attr_life_context_and_constraints__how_many_times_unemployed_more_than_two_weeks__278dbce118,attr_life_context_and_constraints__how_many_times_unemployed_more_than_two_weeks__278dbce118,how many times unemployed more than two weeks,true,0,1,90
merged_attr_d7ba730e0053,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_political_club1__702abe9ece,how many years r been a member of political club1,true,0,1,100
merged_attr_d7ba730e0053,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_political_club2__7cec8b4179,how many years r been a member of political club2,false,1,1,100
merged_attr_d7ba730e0053,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_political_club3__003f39bb85,how many years r been a member of political club3,false,2,1,100
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club1__9f94973f28,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club1__9f94973f28,how many years r been a member of service club1,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club2__f761ad3eef,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club2__f761ad3eef,how many years r been a member of service club2,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club3__d6926607d8,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club3__d6926607d8,how many years r been a member of service club3,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club4__a357b039c8,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club4__a357b039c8,how many years r been a member of service club4,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club5__526089738f,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club5__526089738f,how many years r been a member of service club5,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club6__af45fd6092,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club6__af45fd6092,how many years r been a member of service club6,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club7__28127436b2,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club7__28127436b2,how many years r been a member of service club7,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club8__5f757b1177,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_service_club8__5f757b1177,how many years r been a member of service club8,true,0,1,94
merged_attr_e70a42baab50,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups1__4c6e3efcd1,how many years r been a member of veteran groups1,true,0,1,94
merged_attr_e70a42baab50,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups2__5b14c4478e,how many years r been a member of veteran groups2,false,1,1,94
merged_attr_e70a42baab50,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups3__9007af9518,how many years r been a member of veteran groups3,false,2,1,94
merged_attr_e70a42baab50,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups4__217380032e,how many years r been a member of veteran groups4,false,3,1,94
merged_attr_e70a42baab50,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups5__42ed95f915,how many years r been a member of veteran groups5,false,4,1,94
merged_attr_3dfd386b931c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_farm_organization1__347d5dcf2f,how many years r born a member of farm organization1,true,0,1,94
merged_attr_3dfd386b931c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_farm_organization2__41a1a2e70e,how many years r born a member of farm organization2,false,1,1,94
merged_attr_3dfd386b931c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_farm_organization3__b05ad390df,how many years r born a member of farm organization3,false,2,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group1__1a257e2b62,how many years r born a member of fraternity group1,false,0,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group2__6972419d51,how many years r born a member of fraternity group2,false,1,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group3__835bdf5f09,how many years r born a member of fraternity group3,false,2,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group4__eb06ac0995,how many years r born a member of fraternity group4,false,3,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_fraternity1__132b338949,how many years r born a member of school fraternity1,false,4,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_fraternity2__9cfcae3a23,how many years r born a member of school fraternity2,false,5,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_fraternity3__a5fb60651d,how many years r born a member of school fraternity3,false,6,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups1__4fa14042c6,how many yrs r been a member of fraternal groups1,true,7,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups2__faf8745114,how many yrs r been a member of fraternal groups2,false,8,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups3__7a9e4189d9,how many yrs r been a member of fraternal groups3,false,9,1,94
merged_attr_2fccaa6630c5,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups4__d2e6ed8cb2,how many yrs r been a member of fraternal groups4,false,10,1,94
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_hobby_club1__9d8789d79b,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_hobby_club1__9d8789d79b,how many years r born a member of hobby club1,true,0,1,94
merged_attr_60ce2e8911c9,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group1__08f6d57e33,how many years r born a member of informal group1,true,0,1,94
merged_attr_60ce2e8911c9,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group2__55abb81b15,how many years r born a member of informal group2,false,1,1,94
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group3__07029aedac,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group3__07029aedac,how many years r born a member of informal group3,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group4__9ecf93d07f,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group4__9ecf93d07f,how many years r born a member of informal group4,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group5__e221d118be,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_informal_group5__e221d118be,how many years r born a member of informal group5,true,0,1,94
merged_attr_93c1957a65d7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union1__bc7a6d06f8,how many years r born a member of labor union1,true,0,1,94
merged_attr_93c1957a65d7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union2__b9965b820f,how many years r born a member of labor union2,false,1,1,94
merged_attr_93c1957a65d7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union3__41df39ee68,how many years r born a member of labor union3,false,2,1,94
merged_attr_93c1957a65d7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union4__00ecfbdec4,how many years r born a member of labor union4,false,3,1,94
merged_attr_07170a555563,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group1__670a7ac52a,how many years r born a member of literary group1,true,0,1,94
merged_attr_07170a555563,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group2__a02334d81e,how many years r born a member of literary group2,false,1,1,94
merged_attr_07170a555563,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group3__022ae10f4c,how many years r born a member of literary group3,false,2,1,94
merged_attr_07170a555563,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group4__1496a21ac3,how many years r born a member of literary group4,false,3,1,94
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group1__4aef6e4d2c,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group1__4aef6e4d2c,how many years r born a member of national group1,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group2__4a97f490d1,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group2__4a97f490d1,how many years r born a member of national group2,true,0,1,94
attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group3__fe3127f41a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_national_group3__fe3127f41a,how many years r born a member of national group3,true,0,1,94
merged_attr_95a0836dfed7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group1__8fecb1b4e8,how many years r born a member of other group1,true,0,1,94
merged_attr_95a0836dfed7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group2__8f46c0cfe7,how many years r born a member of other group2,false,1,1,94
merged_attr_95a0836dfed7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group3__5c1f55155a,how many years r born a member of other group3,false,2,1,94
merged_attr_95a0836dfed7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group4__1cadfd9ead,how many years r born a member of other group4,false,3,1,94
merged_attr_95a0836dfed7,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group5__7e4989744e,how many years r born a member of other group5,false,4,1,94
merged_attr_31b8e9b9d4fb,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__01ebf4a3bd,how many years r born a member of professional society1,true,0,1,94
merged_attr_31b8e9b9d4fb,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__50e5274e34,how many years r born a member of professional society4,false,1,1,94
merged_attr_31b8e9b9d4fb,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__608868606e,how many years r born a member of professional society2,false,2,1,94
merged_attr_31b8e9b9d4fb,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__a79705fdab,how many years r born a member of professional society6,false,3,1,94
merged_attr_31b8e9b9d4fb,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__b0da7cbe2d,how many years r born a member of professional society5,false,4,1,94
merged_attr_31b8e9b9d4fb,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__f11059610a,how many years r born a member of professional society3,false,5,1,94
merged_attr_01e7c7e5e94a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__61e7f73268,how many years r born a member of school service group2,false,0,1,94
merged_attr_01e7c7e5e94a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__c40fa108f2,how many years r born a member of school service group1,true,1,1,94
merged_attr_01e7c7e5e94a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__d0cf0b03d3,how many years r born a member of school service group4,false,2,1,94
