mapping_candidate_id,extended_candidate_id,extended_source,extended_label,extended_category,canonical_attribute_id,canonical_label,canonical_category,heuristic_score,proposed_mapping_weight,weight_basis,shared_token_count,llm_status
map_deeppersona_auto_extract_lifestyle_dp_life_shopping__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_shopping_preferences__4372f3f844,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Shopping Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_food_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_food_and_drink_preferences__3dde3c8860,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Food and Drink Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_preferred__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_preferred_activity_environment__93c694393f,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Preferred Activity Environment,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_garment_c__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_garment_care_preferences__aa561d9759,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Garment Care Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_amenities__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_amenities_importance__532b5f8adc,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Amenities Importance,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_clothing__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_clothing_and_appearance__ba7f669fb4,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Clothing and Appearance,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_technolog__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_technology_projects__4e1baa593d,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Technology Projects,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_technolog__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_technological_interests__90fe425d38,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Technological Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fashion_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fashion_and_style__76772485e5,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Fashion and Style,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_community__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_community_and_cultural_participation__5978d9741c,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Community and Cultural Participation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fashion_p__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fashion_preferences__1a529e0982,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Fashion Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_cultural__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_cultural_interests__f1d8df51fb,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Cultural Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_creative__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_creative_activities__54919501f0,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Creative Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_field_of__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_field_of_interest__f624848232,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Field of Interest,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_culinary__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_culinary_interests__cfdfca4b69,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Culinary Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_digital_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_digital_assets__8312df7a75,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Digital Assets,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_web_techn__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_web_technologies__9604b842cc,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Web Technologies,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_pet_care__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_pet_care__4f7163f056,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Pet Care,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_neurodevel__attr_life_context_and_constraints_condition_of_healt,deeppersona_auto_extract__health_dp_health_neurodevelopmentalconditions__786f91c76b,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Neurodevelopmental Conditions,Life Context & Constraints,attr_life_context_and_constraints__condition_of_health__d6d3b572b6,condition of health,Life Context & Constraints,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_social_in__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_social_interests__ed4a126584,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Social Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_art_and_m__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_art_and_music_appreciation__fa342950dc,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Art and Music Appreciation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_musical_p__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_musical_participation__692b500bf4,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),musical participation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_products__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_products__a6335ba180,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Products,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_abstract_t__attr_personality_traits_abstract_thinking_dec75d58eb,deeppersona_auto_extract__cognition_dp_cog_abstract_thinking__a3777f4a00,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Abstract Thinking,Personality Traits,attr_personality_traits__abstract_thinking__dec75d58eb,Abstract thinking,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_scenarios__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_scenarios__5387ba060c,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Scenarios,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_design_in__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_design_interests__19b4bcb39f,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Design Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_problem_so__attr_personality_traits_cognitive_problems_2d20ec0ef,deeppersona_auto_extract__cognition_dp_cog_problem_solving_skills__b408db7d8e,DeepPersona auto-extracted local proposal (proposed_new_dimensions_ATTRLEVEL.json),Problem Solving Skills,Personality Traits,attr_personality_traits__cognitive_problems__2d20ec0efd,Cognitive Problems,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
