node_id,node_type,label,category,subcategory,size,node_weight,evidence_weight,weight_basis,quality_tier,source_count
attr_demographics_and_population__sex_of_r_3rd_sibling__3d6be26554,attribute,sex of r 3rd sibling,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_4th_child__927bd5886e,attribute,sex of r 4th child,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_4th_sibling__739e008cac,attribute,sex of r 4th sibling,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_5th_child__b897a3b182,attribute,sex of r 5th child,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_5th_sibling__6d9909026b,attribute,sex of r 5th sibling,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_6th_child__8c6bc989b4,attribute,sex of r 6th child,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_6th_sibling__da30776317,attribute,sex of r 6th sibling,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_7th_child__3108ade003,attribute,sex of r 7th child,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_7th_sibling__30f3ed19bc,attribute,sex of r 7th sibling,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_8th_child__0051b51381,attribute,sex of r 8th child,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_8th_sibling__74b5fce390,attribute,sex of r 8th sibling,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_9th_child__7431f10ad0,attribute,sex of r 9th child,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_r_9th_sibling__0382ac46cc,attribute,sex of r 9th sibling,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_of_two_parents_living_with_when_16_yrs_old__19a782ffae,attribute,sex of two parents living with when 16 yrs old,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sex_with_person_other_than_spouse__e2e5a3a98d,attribute,sex with person other than spouse,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sexual_orientation__b168ead074,attribute,Sexual orientation,Demographics & Population Grounding,demographic variables,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_demographics_and_population__shld_mom_work_aftr_marriage_before_kids__629006699e,attribute,"shld mom work aftr marriage, before kids?",Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__should_a_woman_get_an_abortion_for_any_reason__566ce20997,attribute,should a woman get an abortion for any reason,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__should_aged_live_with_their_children__eec5a36638,attribute,should aged live with their children,Demographics & Population Grounding,demographic variables,2,1.557,0.7419,quality tier * source support * candidate support,A,1
attr_demographics_and_population__should_aged_live_with_their_children_no_volunteered_re__df218fd09e,attribute,should aged live with their children (no volunteered response on web),Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__should_aged_live_with_their_children_with_volunteered__78b2ab981d,attribute,should aged live with their children (with volunteered response on web),Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__should_hire_and_promote_women__2d42f6bba9,attribute,should hire and promote women,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__should_whites_and_blacks_go_to_same_school__f539fdd93b,attribute,should whites & blacks go to same school,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__should_women_work__e31fb267a6,attribute,should women work,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sibling_s_occ_ind_verbatim_retrieved__645346b815,attribute,sibling's occ/ind verbatim retrieved,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__single_ma_can_raise_kids_well_as_couple__fbc4123619,attribute,single ma can raise kids well as couple,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__single_pa_can_raise_kids_well_as_couple__7e63662154,attribute,single pa can raise kids well as couple,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__skill_language_learning__8dd3acad3c,attribute,Skill: Language learning,Demographics & Population Grounding,demographic variables,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_demographics_and_population__skill_people_management__5dc909e344,attribute,Skill: People management,Demographics & Population Grounding,demographic variables,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_demographics_and_population__skill_project_management__8928068560,attribute,Skill: Project management,Demographics & Population Grounding,demographic variables,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_demographics_and_population__skill_time_management__29ebcdfc43,attribute,Skill: Time management,Demographics & Population Grounding,demographic variables,1,0.8649,0.5108,quality tier * source support * candidate support,B,1
attr_demographics_and_population__some_other_race__45158edb93,attribute,some other race,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__source_of_health_insurance__a49fe012b6,attribute,source of health insurance,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__specify_other_in_racethot__9f0511b72c,attribute,specify other in racethot,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__spending_for_birth_control__a4755b9d96,attribute,spending for birth control,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sphedind10_coding_tag__f182a76746,attribute,sphedind10 coding tag,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__sphedocc10_coding_tag__9836b44c03,attribute,sphedocc10 coding tag,Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
attr_demographics_and_population__spouse_self_employed_with_employees_or_work_for_someon__b7b3609856,attribute,"spouse self-employed, with employees, or work for someone else",Demographics & Population Grounding,demographic variables,1,1.2011,0.7094,quality tier * source support * candidate support,A,1
